Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards,Player-additional
1,Luka Dončić,26,LAL,PG,64,64,35.8,10.8,22.8,.476,4.0,10.8,.366,6.9,11.9,.575,.563,7.9,10.1,.780,0.6,7.1,7.7,8.3,1.6,0.5,4.0,2.4,33.5,AS,doncilu01
2,Shai Gilgeous-Alexander,27,OKC,PG,65,65,33.5,10.8,19.7,.551,1.7,4.4,.380,9.2,15.3,.601,.594,8.2,9.3,.881,0.6,3.8,4.4,6.5,1.4,0.8,2.2,2.1,31.6,AS,gilgesh01
3,Anthony Edwards,24,MIN,SG,60,59,35.2,9.9,20.3,.489,3.4,8.5,.398,6.6,11.8,.554,.572,5.7,7.2,.796,0.6,4.4,5.0,3.7,1.4,0.8,2.8,1.9,28.9,AS,edwaran01
4,Jaylen Brown,29,BOS,SF,68,68,34.4,10.4,21.8,.475,2.0,5.7,.345,8.4,16.1,.522,.521,6.1,7.6,.797,1.1,5.8,7.0,5.3,1.0,0.4,3.6,2.7,28.7,AS,brownja02
5,Tyrese Maxey,25,PHI,PG,65,65,38.3,10.0,21.6,.463,3.2,8.7,.370,6.8,13.0,.526,.538,5.4,6.1,.893,0.3,3.9,4.2,6.8,1.9,0.8,2.4,2.2,28.7,AS,maxeyty01
6,Kawhi Leonard,34,LAC,SF,61,61,32.1,9.8,19.4,.505,2.6,6.8,.385,7.2,12.6,.570,.572,5.8,6.5,.899,1.1,5.3,6.3,3.6,2.0,0.4,2.0,1.2,28.0,AS,leonaka01
7,Nikola Jokić,30,DEN,C,61,61,34.9,9.9,17.3,.572,1.8,4.6,.387,8.1,12.7,.640,.624,6.1,7.3,.826,2.9,10.1,13.0,10.8,1.4,0.8,3.9,2.7,27.7,AS,jokicni01
8,Donovan Mitchell,29,CLE,SG,68,68,33.5,9.6,20.0,.479,3.3,8.9,.365,6.3,11.1,.570,.560,5.3,6.2,.864,0.7,3.8,4.5,5.7,1.5,0.3,2.8,2.3,27.7,AS,mitchdo01
9,Giannis Antetokounmpo,31,MIL,PF,36,36,28.9,10.4,16.6,.624,0.4,1.3,.333,9.9,15.4,.647,.636,6.4,9.9,.650,2.7,7.1,9.8,5.4,0.9,0.7,3.2,2.4,27.6,AS,antetgi01
10,Stephen Curry,37,GSW,PG,39,39,31.3,8.9,19.1,.468,4.5,11.5,.391,4.4,7.6,.584,.585,4.9,5.2,.931,0.4,3.1,3.5,4.8,1.1,0.4,2.8,1.9,27.2,AS,curryst01
11,Joel Embiid,31,PHI,C,37,37,31.4,9.0,18.3,.491,1.4,4.1,.333,7.6,14.2,.537,.529,7.3,8.5,.854,1.9,5.7,7.6,4.0,0.6,1.1,2.8,2.1,26.7,,embiijo01
12,Lauri Markkanen,28,UTA,PF,42,42,34.4,9.1,19.2,.477,2.7,7.7,.355,6.4,11.5,.559,.548,5.7,6.4,.896,2.0,4.9,6.9,2.1,1.0,0.5,1.5,1.8,26.7,,markkla01
13,Jalen Brunson,29,NYK,PG,71,71,35.0,9.2,19.9,.465,2.6,7.2,.370,6.6,12.7,.518,.531,4.8,5.7,.843,0.4,2.9,3.4,6.7,0.7,0.1,2.4,2.3,26.0,AS,brunsja01
14,Kevin Durant,37,HOU,SF,74,74,36.4,9.1,17.6,.518,2.4,5.8,.409,6.8,11.8,.571,.585,5.2,5.9,.877,0.5,4.9,5.4,4.7,0.8,0.9,3.2,1.8,25.8,AS,duranke01
15,Devin Booker,29,PHO,SG,61,61,33.4,8.5,18.6,.456,1.9,5.8,.328,6.6,12.8,.514,.507,6.9,8.0,.868,0.8,3.1,3.9,6.0,0.8,0.3,3.2,2.6,25.7,AS,bookede01
16,Jamal Murray,28,DEN,PG,72,72,35.2,8.8,18.3,.484,3.3,7.5,.434,5.6,10.8,.518,.573,4.7,5.3,.885,0.4,4.0,4.4,7.1,0.9,0.4,2.3,1.7,25.6,AS,murraja01
17,Victor Wembanyama,22,SAS,C,61,52,29.2,8.6,16.9,.509,1.9,5.5,.350,6.7,11.4,.586,.566,5.6,6.9,.823,2.0,9.4,11.5,3.0,1.0,3.1,2.5,2.5,24.7,AS,wembavi01
18,Cade Cunningham,24,DET,PG,61,61,34.4,8.7,18.9,.461,2.0,5.8,.346,6.7,13.1,.513,.515,5.1,6.2,.814,0.9,4.7,5.6,9.9,1.5,0.9,3.7,3.1,24.5,AS,cunnica01
19,Michael Porter Jr.,27,BRK,SF,52,52,32.5,8.5,18.4,.463,3.4,9.3,.363,5.2,9.1,.567,.555,3.8,4.4,.859,1.3,5.7,7.1,3.0,1.1,0.3,2.3,2.2,24.2,,portemi01
20,Pascal Siakam,31,IND,PF,62,62,33.2,9.0,18.6,.484,1.7,4.7,.358,7.3,13.9,.527,.529,4.2,6.1,.693,1.4,5.2,6.6,3.8,1.1,0.4,2.2,2.4,24.0,AS,siakapa01
21,Deni Avdija,25,POR,SF,62,62,33.1,7.3,16.0,.458,1.9,6.0,.317,5.4,10.0,.541,.517,7.4,9.3,.799,1.2,5.8,7.0,6.7,0.8,0.6,3.8,2.5,23.9,AS,avdijde01
22,James Harden,36,2TM,PG,67,67,35.0,7.0,16.0,.436,3.0,8.1,.374,3.9,7.8,.502,.532,6.6,7.5,.881,0.6,4.3,4.9,8.1,1.1,0.4,3.5,2.0,23.6,,hardeja01
22,James Harden,36,LAC,PG,44,44,35.4,7.3,17.5,.419,3.1,8.8,.347,4.3,8.7,.492,.506,7.7,8.5,.901,0.6,4.2,4.8,8.1,1.3,0.4,3.7,1.9,25.4,,hardeja01
22,James Harden,36,CLE,PG,23,23,34.2,6.3,13.0,.482,3.0,6.8,.439,3.3,6.2,.528,.597,4.7,5.7,.824,0.5,4.5,5.0,8.0,0.7,0.5,3.2,2.1,20.2,,hardeja01
23,Keyonte George,22,UTA,PG,54,54,33.1,7.4,16.3,.456,2.5,6.7,.371,5.0,9.6,.515,.532,6.2,7.0,.892,0.4,3.3,3.7,6.1,1.1,0.3,3.1,2.2,23.6,,georgke01
24,Austin Reaves,27,LAL,SG,51,45,34.5,7.3,14.9,.490,2.3,6.4,.360,5.0,8.5,.588,.567,6.3,7.3,.871,0.6,4.1,4.7,5.5,1.1,0.4,3.0,2.2,23.3,,reaveau01
25,Jalen Johnson,24,ATL,SF,69,69,35.2,8.4,17.1,.493,1.7,4.8,.351,6.8,12.4,.547,.541,4.2,5.4,.784,1.4,8.9,10.3,8.0,1.3,0.4,3.4,2.0,22.8,AS,johnsja05
26,Paolo Banchero,23,ORL,PF,67,67,34.8,7.4,16.1,.457,1.2,3.9,.312,6.1,12.2,.503,.494,6.3,8.1,.775,1.1,7.1,8.3,5.1,0.6,0.6,3.0,2.0,22.2,,banchpa01
27,Norman Powell,32,MIA,SG,55,52,30.1,7.4,15.7,.473,2.7,7.1,.384,4.7,8.5,.547,.560,4.5,5.5,.825,0.4,3.2,3.6,2.6,1.1,0.3,1.9,2.3,22.1,AS,powelno01
28,Trey Murphy III,25,NOP,SF,66,66,35.5,7.5,15.9,.470,3.2,8.6,.379,4.2,7.3,.577,.572,3.3,3.7,.886,1.0,4.8,5.7,3.8,1.5,0.4,1.8,2.1,21.5,,murphtr02
29,Tyler Herro,26,MIA,SG,30,25,31.7,7.8,16.2,.481,2.6,6.9,.382,5.2,9.3,.556,.563,3.2,3.5,.923,0.5,4.2,4.6,3.9,0.7,0.4,2.0,1.8,21.4,,herroty01
30,Brandon Ingram,28,TOR,SF,72,72,33.8,7.9,16.8,.472,1.8,4.7,.377,6.2,12.1,.508,.524,3.7,4.6,.820,0.8,4.8,5.6,3.6,0.8,0.7,2.5,2.0,21.4,AS,ingrabr01
31,Shaedon Sharpe,22,POR,SG,48,42,30.0,8.0,17.6,.456,2.1,6.2,.340,5.9,11.5,.518,.515,3.2,4.0,.784,1.0,3.4,4.4,2.6,1.4,0.1,3.0,2.0,21.4,,sharpsh01
32,Jayson Tatum,27,BOS,PF,13,13,31.5,7.4,18.1,.409,3.1,9.2,.333,4.3,8.8,.487,.494,3.5,4.3,.821,0.5,9.4,9.9,5.1,1.3,0.2,2.0,1.5,21.4,,tatumja01
33,Julius Randle,31,MIN,PF,77,77,33.1,7.4,15.3,.480,1.4,4.3,.314,6.0,11.0,.546,.525,5.0,6.2,.800,1.7,5.1,6.8,5.1,1.1,0.2,2.7,2.9,21.1,,randlju01
34,Zion Williamson,25,NOP,PF,61,54,29.7,7.9,13.0,.602,0.0,0.1,.250,7.8,13.0,.604,.602,5.3,7.5,.715,2.0,3.6,5.7,3.2,1.0,0.5,2.0,2.3,21.1,,willizi01
35,Franz Wagner,24,ORL,SF,30,28,30.9,7.3,15.1,.481,1.4,4.1,.339,5.9,11.0,.535,.528,4.9,6.0,.827,1.4,4.2,5.5,3.5,1.0,0.3,1.7,2.2,20.9,,wagnefr01
36,Cooper Flagg,19,DAL,SF,65,65,33.8,7.9,16.8,.472,1.0,3.5,.293,6.9,13.3,.518,.502,3.9,4.8,.816,1.2,5.4,6.6,4.5,1.2,0.9,2.4,2.1,20.8,,flaggco01
37,Nickeil Alexander-Walker,27,ATL,SG,75,68,33.2,6.9,15.3,.454,3.2,8.0,.394,3.8,7.2,.519,.557,3.6,4.0,.900,0.7,2.8,3.5,3.7,1.3,0.5,2.1,2.2,20.6,,alexani01
38,LeBron James,41,LAL,SF,56,56,33.4,7.8,15.2,.511,1.3,4.1,.313,6.5,11.1,.584,.553,3.8,5.2,.744,0.8,5.3,6.0,6.9,1.1,0.6,2.9,1.4,20.6,AS,jamesle01
39,Alperen Şengün,23,HOU,C,68,68,33.4,8.1,15.6,.522,0.6,1.8,.315,7.6,13.8,.549,.540,3.7,5.4,.686,2.9,5.9,8.9,6.2,1.2,1.1,3.1,3.3,20.6,AS,sengual01
40,Dillon Brooks,30,PHO,SF,52,52,30.4,7.5,17.2,.438,2.3,6.7,.347,5.2,10.5,.495,.505,3.1,3.6,.856,0.8,2.9,3.6,1.8,1.0,0.2,1.8,3.3,20.5,,brookdi01
41,Desmond Bane,27,ORL,SG,77,77,34.1,7.2,14.9,.485,2.1,5.2,.391,5.2,9.6,.536,.554,3.9,4.2,.920,1.2,3.0,4.2,4.2,1.0,0.4,2.0,3.1,20.4,,banede01
42,Anthony Davis,32,DAL,PF,20,20,31.3,8.5,16.7,.506,0.5,1.9,.270,8.0,14.9,.535,.521,3.0,4.1,.728,3.1,8.0,11.1,2.8,1.1,1.7,2.1,2.1,20.4,,davisan02
43,Brandon Miller,23,CHO,SF,61,61,30.2,7.0,16.1,.437,3.2,8.2,.392,3.8,7.9,.484,.537,3.1,3.5,.892,1.0,4.0,5.0,3.4,1.0,0.7,2.6,2.8,20.4,,millebr02
44,Bam Adebayo,28,MIA,C,68,68,32.3,7.0,15.9,.439,1.7,5.5,.315,5.2,10.4,.505,.494,4.6,5.9,.776,2.1,7.9,10.0,3.0,1.2,0.7,1.7,1.7,20.3,,adebaba01
45,Karl-Anthony Towns,30,NYK,C,72,72,31.0,6.9,13.8,.496,1.5,4.1,.368,5.3,9.7,.550,.551,4.8,5.7,.855,3.2,8.7,11.9,2.9,0.8,0.5,2.5,3.4,20.1,AS,townska01
46,Jimmy Butler,36,GSW,SF,38,38,31.1,6.3,12.2,.519,0.8,2.2,.376,5.5,9.9,.552,.554,6.5,7.6,.864,2.3,3.2,5.6,4.9,1.4,0.2,1.6,1.2,20.0,,butleji01
47,Ty Jerome,28,MEM,SG,15,15,22.6,6.8,14.3,.474,2.8,6.7,.420,4.0,7.7,.522,.572,3.3,3.7,.875,0.7,2.1,2.8,5.7,1.1,0.3,1.8,2.1,19.7,,jeromty01
48,LaMelo Ball,24,CHO,PG,68,65,27.8,6.9,17.0,.403,3.6,10.0,.365,3.2,7.1,.456,.510,2.1,2.4,.890,0.9,3.9,4.8,7.1,1.2,0.2,2.7,2.7,19.5,,ballla01
49,Jalen Duren,22,DET,C,66,66,28.3,7.5,11.6,.645,0.0,0.0,,7.5,11.6,.645,.645,4.6,6.1,.746,3.8,6.8,10.7,1.9,0.8,0.9,1.8,2.8,19.5,AS,durenja01
50,Ja Morant,26,MEM,PG,20,20,28.5,6.6,16.1,.410,1.0,4.3,.235,5.6,11.9,.473,.441,5.3,5.9,.897,0.4,2.9,3.3,8.1,1.0,0.3,3.6,2.0,19.5,,moranja01
51,Jaren Jackson Jr.,26,2TM,C,48,48,30.3,7.1,15.0,.476,1.8,4.9,.357,5.4,10.1,.533,.534,3.4,4.2,.803,0.9,4.8,5.7,2.0,1.1,1.4,2.2,3.7,19.4,,jacksja02
51,Jaren Jackson Jr.,26,MEM,C,45,45,30.7,7.1,14.9,.475,1.8,4.9,.359,5.3,10.0,.531,.534,3.3,4.2,.797,0.9,4.8,5.8,1.9,1.0,1.5,2.2,3.8,19.2,,jacksja02
51,Jaren Jackson Jr.,26,UTA,C,3,3,24.0,8.0,16.3,.490,1.7,5.0,.333,6.3,11.3,.559,.541,4.7,5.3,.875,0.3,4.0,4.3,2.7,2.0,0.3,2.3,3.0,22.3,,jacksja02
52,RJ Barrett,25,TOR,SF,53,53,30.1,7.0,14.2,.495,1.7,5.0,.346,5.3,9.2,.577,.556,3.4,4.8,.710,0.9,4.3,5.2,3.4,0.8,0.3,1.8,2.6,19.2,,barrerj01
53,Zach LaVine,30,SAC,SG,39,37,31.4,6.7,14.0,.479,2.5,6.5,.390,4.2,7.5,.556,.569,3.2,3.6,.880,0.2,2.6,2.8,2.3,0.7,0.3,1.9,2.1,19.2,,lavinza01
54,Darius Garland,26,2TM,PG,41,39,29.9,6.9,14.8,.465,2.8,6.9,.408,4.1,7.9,.514,.559,2.3,2.8,.850,0.4,1.9,2.3,6.8,0.9,0.2,3.0,1.7,18.9,,garlada01
54,Darius Garland,26,CLE,PG,26,26,30.5,6.5,14.5,.451,2.3,6.3,.360,4.3,8.2,.521,.529,2.6,3.0,.861,0.5,2.0,2.4,6.9,0.8,0.1,2.8,1.8,18.0,,garlada01
54,Darius Garland,26,LAC,PG,15,13,28.8,7.5,15.3,.487,3.7,7.9,.475,3.7,7.5,.500,.609,1.9,2.3,.824,0.3,1.9,2.2,6.5,1.1,0.3,3.3,1.5,20.5,,garlada01
55,Kon Knueppel,20,CHO,SF,77,76,31.5,6.5,13.4,.483,3.4,7.9,.431,3.0,5.4,.560,.612,2.5,2.9,.865,1.2,4.2,5.4,3.4,0.7,0.2,1.9,2.1,18.8,,knuepko01
56,CJ McCollum,34,2TM,PG,73,57,29.8,6.9,15.1,.454,2.5,6.7,.371,4.4,8.4,.521,.537,2.5,3.2,.774,0.8,2.5,3.3,3.8,0.8,0.4,1.8,1.9,18.7,,mccolcj01
56,CJ McCollum,34,WAS,SG,35,35,30.9,6.9,15.1,.454,2.7,7.0,.393,4.1,8.1,.505,.544,2.3,2.9,.804,0.7,2.9,3.5,3.6,0.7,0.3,1.7,2.1,18.8,,mccolcj01
56,CJ McCollum,34,ATL,PG,38,22,28.7,6.9,15.1,.455,2.3,6.5,.348,4.6,8.6,.535,.530,2.6,3.5,.752,0.9,2.1,3.1,4.0,0.9,0.6,1.9,1.7,18.6,,mccolcj01
57,DeMar DeRozan,36,SAC,PF,76,76,31.5,6.5,13.2,.495,0.6,1.9,.315,5.9,11.2,.526,.518,4.9,5.7,.868,0.5,2.5,3.0,4.2,1.1,0.3,1.3,2.0,18.6,,derozde01
58,Jerami Grant,31,POR,PF,57,38,29.7,5.8,12.8,.453,2.4,6.1,.389,3.4,6.7,.513,.547,4.6,5.6,.814,1.0,2.5,3.5,2.1,0.7,0.6,2.1,2.5,18.6,,grantje01
59,Bennedict Mathurin,23,2TM,SF,49,25,30.7,5.7,13.0,.436,1.5,4.6,.320,4.2,8.4,.499,.492,5.7,6.5,.871,1.0,4.5,5.5,2.2,0.8,0.2,2.2,2.7,18.5,,mathube01
59,Bennedict Mathurin,23,IND,SF,28,24,31.8,5.5,12.8,.433,2.1,5.6,.372,3.5,7.2,.480,.514,4.6,5.2,.884,0.8,4.6,5.4,2.3,0.6,0.1,2.3,2.7,17.8,,mathube01
59,Bennedict Mathurin,23,LAC,SF,21,1,29.2,5.9,13.3,.439,0.7,3.3,.203,5.2,10.0,.517,.464,7.0,8.2,.860,1.4,4.3,5.7,2.2,1.0,0.4,2.1,2.7,19.4,,mathube01
60,De'Aaron Fox,28,SAS,PG,67,67,30.9,7.0,14.3,.490,1.8,5.4,.336,5.2,9.0,.582,.553,2.7,3.5,.762,0.6,3.2,3.8,6.2,1.2,0.3,2.3,2.2,18.5,AS,foxde01
61,Scottie Barnes,24,TOR,PF,75,75,33.7,7.1,14.2,.504,0.9,2.9,.296,6.3,11.3,.557,.534,3.1,3.8,.813,1.9,5.6,7.5,5.9,1.5,1.5,2.7,2.7,18.2,AS,barnesc01
62,Jalen Green,23,PHO,SG,29,24,26.1,6.9,16.4,.421,2.4,7.4,.321,4.5,9.0,.504,.494,2.0,2.7,.756,0.6,3.2,3.7,3.0,1.1,0.1,2.2,1.2,18.2,,greenja05
63,Evan Mobley,24,CLE,PF,62,60,32.1,7.2,13.2,.544,1.0,3.3,.299,6.2,10.0,.626,.582,2.7,4.5,.606,2.4,6.6,9.0,3.6,0.8,1.8,1.8,2.5,18.1,,mobleev01
64,Trae Young,27,2TM,PG,15,15,25.6,5.4,11.8,.458,1.8,5.3,.338,3.6,6.5,.557,.534,5.3,6.5,.825,0.3,1.7,2.0,8.0,0.9,0.1,2.6,2.2,17.9,,youngtr01
64,Trae Young,27,ATL,PG,10,10,28.0,5.6,13.5,.415,1.8,5.9,.305,3.8,7.6,.500,.481,6.3,7.3,.863,0.0,1.5,1.5,8.9,1.0,0.1,2.6,2.0,19.3,,youngtr01
64,Trae Young,27,WAS,PG,5,5,20.8,5.0,8.4,.595,1.8,4.2,.429,3.2,4.2,.762,.702,3.4,4.8,.708,0.8,2.2,3.0,6.2,0.6,0.2,2.6,2.6,15.2,,youngtr01
65,Amen Thompson,23,HOU,PG,75,75,37.3,6.9,13.1,.525,0.3,1.5,.223,6.5,11.6,.564,.538,3.8,4.9,.780,3.0,4.8,7.8,5.3,1.5,0.6,2.4,2.2,17.9,,thompam01
66,Paul George,35,PHI,PF,32,32,30.9,6.2,14.1,.440,2.8,7.1,.392,3.4,7.0,.489,.539,2.5,3.0,.844,0.6,4.8,5.4,3.8,1.8,0.5,1.7,2.3,17.7,,georgpa01
67,Coby White,25,2TM,SG,47,26,25.5,5.6,12.7,.444,2.3,6.5,.352,3.3,6.2,.540,.534,4.0,4.8,.823,0.4,3.2,3.6,4.2,0.5,0.1,2.6,2.2,17.5,,whiteco01
67,Coby White,25,CHI,SG,29,26,29.1,5.9,13.6,.438,2.5,7.2,.346,3.4,6.4,.541,.529,4.3,5.3,.805,0.2,3.5,3.7,4.7,0.7,0.1,3.0,2.4,18.6,,whiteco01
67,Coby White,25,CHO,SG,18,0,19.7,5.1,11.2,.455,1.9,5.3,.365,3.2,5.9,.538,.542,3.4,4.0,.861,0.6,2.7,3.3,3.3,0.3,0.2,1.8,1.9,15.6,,whiteco01
68,Saddiq Bey,26,NOP,SF,71,63,31.1,6.0,13.3,.452,2.1,5.7,.366,3.9,7.6,.516,.530,3.4,4.0,.842,1.7,3.9,5.5,2.5,0.9,0.1,0.9,1.3,17.5,,beysa01
69,Kevin Porter Jr.,25,MIL,PG,38,36,33.2,6.3,13.5,.465,1.2,3.8,.322,5.1,9.8,.520,.510,3.6,4.1,.878,0.9,4.3,5.2,7.4,2.2,0.5,2.9,2.3,17.4,,porteke02
70,Kristaps Porziņģis,30,2TM,C,29,20,24.0,5.6,12.4,.454,1.8,5.2,.353,3.8,7.2,.526,.528,4.2,5.0,.836,1.2,3.8,5.0,2.6,0.6,1.3,1.3,2.8,17.3,,porzikr01
70,Kristaps Porziņģis,30,ATL,C,17,12,24.3,5.6,12.4,.457,1.8,5.1,.360,3.8,7.3,.524,.531,4.0,4.8,.840,1.2,3.9,5.1,2.7,0.5,1.3,0.9,3.2,17.1,,porzikr01
70,Kristaps Porziņģis,30,GSW,C,12,8,23.6,5.6,12.4,.450,1.8,5.3,.344,3.8,7.1,.529,.523,4.5,5.4,.831,1.2,3.6,4.8,2.4,0.7,1.3,1.8,2.2,17.5,,porzikr01
71,Miles Bridges,27,CHO,PF,73,73,31.2,6.3,13.8,.455,1.9,5.9,.329,4.3,7.9,.550,.526,2.8,3.3,.831,0.9,4.8,5.8,3.2,0.6,0.4,1.4,1.7,17.2,,bridgmi02
72,Grayson Allen,30,PHO,SG,48,26,29.4,5.5,13.6,.405,3.3,9.3,.352,2.3,4.3,.519,.525,2.8,3.2,.852,0.6,2.3,3.0,4.0,1.3,0.3,1.6,2.3,17.1,,allengr01
73,Ryan Rollins,23,MIL,PG,72,65,32.1,6.5,13.8,.470,2.5,6.1,.407,4.0,7.7,.521,.560,1.7,2.1,.788,0.7,3.9,4.6,5.6,1.5,0.4,2.7,2.6,17.1,,rolliry01
74,Jalen Williams,24,OKC,SG,31,31,28.3,6.6,13.7,.480,0.7,2.4,.297,5.9,11.3,.519,.506,3.2,3.9,.826,0.8,3.8,4.6,5.4,1.2,0.3,1.9,2.0,17.1,,willija06
75,Josh Giddey,23,CHI,PG,54,51,32.1,5.9,13.3,.448,1.9,5.2,.364,4.0,8.0,.502,.520,3.2,4.2,.763,1.2,7.1,8.3,9.1,1.0,0.5,3.6,1.7,17.0,,giddejo01
76,Payton Pritchard,28,BOS,PG,75,50,32.4,6.4,13.8,.461,2.7,7.1,.372,3.7,6.7,.556,.557,1.6,1.8,.886,0.9,3.1,4.0,5.1,0.7,0.1,1.4,1.5,17.0,,pritcpa01
77,OG Anunoby,28,NYK,PF,64,64,33.4,5.9,12.1,.486,2.3,6.0,.388,3.5,6.1,.584,.582,2.8,3.4,.823,1.3,4.0,5.3,2.2,1.6,0.7,1.9,2.5,16.9,,anunoog01
78,Chet Holmgren,23,OKC,PF,66,66,29.1,6.2,11.3,.550,1.2,3.5,.346,5.0,7.8,.642,.604,3.3,4.1,.799,1.9,7.0,8.8,1.7,0.6,1.8,1.5,2.3,16.9,AS,holmgch01
79,Andrew Nembhard,26,IND,PG,57,57,31.3,5.8,13.2,.442,1.9,5.2,.361,4.0,8.0,.495,.513,3.4,4.1,.825,0.4,2.4,2.8,7.7,0.9,0.1,2.4,2.2,16.9,,nembhan01
80,Immanuel Quickley,26,TOR,PG,67,67,32.4,5.9,13.2,.445,2.6,6.9,.374,3.3,6.3,.523,.543,2.5,3.1,.821,0.5,3.5,4.1,6.0,1.3,0.1,1.5,2.0,16.9,,quickim01
81,Derrick White,31,BOS,SG,73,73,34.2,5.8,14.8,.394,2.7,8.5,.324,3.1,6.3,.487,.487,2.5,2.7,.900,1.1,3.3,4.5,5.5,1.2,1.3,1.8,1.6,16.8,,whitede01
82,Stephon Castle,21,SAS,PG,65,64,29.8,5.6,12.0,.472,1.2,3.6,.332,4.4,8.3,.533,.523,4.2,5.7,.731,1.4,3.8,5.2,7.2,1.2,0.3,3.2,3.2,16.7,,castlst01
83,Dejounte Murray,29,NOP,PG,14,14,27.8,6.3,13.0,.484,1.4,4.4,.306,4.9,8.6,.575,.536,2.8,3.2,.867,0.3,5.1,5.4,6.4,1.6,0.2,3.4,2.4,16.7,,murrade01
84,Matas Buzelis,21,CHI,PF,76,76,29.2,5.8,12.4,.465,2.3,6.4,.356,3.5,6.1,.580,.557,2.4,3.1,.787,1.0,4.8,5.8,2.0,0.7,1.5,2.1,2.3,16.3,,buzelma01
85,Aaron Gordon,30,DEN,PF,33,30,27.6,5.5,11.1,.495,1.7,4.3,.394,3.8,6.8,.558,.571,3.6,4.8,.764,1.5,4.4,5.8,2.5,0.6,0.3,1.1,1.6,16.3,,gordoaa01
86,Jrue Holiday,35,POR,PG,49,47,29.1,6.1,13.2,.458,2.6,6.8,.389,3.4,6.5,.530,.557,1.6,1.9,.830,1.3,3.2,4.5,6.1,1.1,0.1,2.8,1.4,16.3,,holidjr01
87,Alex Sarr,20,WAS,C,48,48,27.2,6.6,13.7,.482,1.0,3.1,.333,5.5,10.5,.526,.520,2.1,3.0,.692,2.2,5.2,7.4,2.7,0.8,2.0,1.7,2.2,16.3,,sarral01
88,VJ Edgecombe,20,PHI,SG,70,70,34.8,6.0,13.6,.440,2.0,5.6,.361,4.0,8.1,.495,.514,2.0,2.4,.828,1.6,3.9,5.5,4.1,1.4,0.5,1.8,2.9,16.0,,edgecvj01
89,Domantas Sabonis,29,SAC,C,19,15,29.7,6.3,11.6,.543,0.3,1.4,.185,6.1,10.2,.593,.554,2.9,4.1,.727,3.4,8.0,11.4,4.1,0.9,0.2,2.7,3.5,15.8,,sabondo01
90,Nikola Vučević,35,2TM,C,60,49,29.0,6.4,12.8,.496,1.6,4.3,.373,4.8,8.6,.557,.558,1.3,1.5,.835,2.0,6.6,8.6,3.4,0.6,0.7,1.3,2.0,15.6,,vucevni01
90,Nikola Vučević,35,CHI,C,48,48,30.8,6.9,13.8,.505,1.7,4.5,.376,5.2,9.2,.568,.567,1.3,1.5,.838,2.1,6.9,9.0,3.8,0.7,0.6,1.4,2.0,16.9,,vucevni01
90,Nikola Vučević,35,BOS,C,12,1,21.7,4.1,9.2,.445,1.1,3.1,.351,3.0,6.1,.493,.505,1.2,1.4,.824,1.7,5.5,7.2,1.8,0.4,0.8,0.9,1.8,10.4,,vucevni01
91,Jabari Smith Jr.,22,HOU,PF,73,73,35.1,5.6,12.6,.448,2.2,6.2,.360,3.4,6.3,.535,.538,2.1,2.7,.778,1.5,5.4,6.9,1.9,0.8,0.9,1.4,2.5,15.6,,smithja05
92,Andrew Wiggins,30,MIA,SF,63,63,30.7,5.9,12.3,.476,2.0,4.9,.411,3.8,7.4,.518,.557,1.8,2.3,.788,1.7,3.3,5.0,2.7,1.2,1.1,1.5,2.3,15.6,,wiggian01
93,Jarrett Allen,27,CLE,C,54,54,27.1,6.1,9.5,.641,0.0,0.2,.100,6.1,9.3,.651,.642,3.2,4.5,.710,2.6,5.9,8.5,1.8,1.0,0.8,1.3,1.8,15.4,,allenja01
94,Naji Marshall,28,DAL,SF,72,45,29.6,5.7,11.1,.512,0.9,2.9,.295,4.8,8.2,.590,.551,3.1,4.1,.765,0.9,3.8,4.7,3.3,1.1,0.1,1.6,1.9,15.4,,marshna01
95,Onyeka Okongwu,25,ATL,C,71,60,31.0,5.6,11.7,.482,2.0,5.2,.379,3.7,6.5,.565,.567,2.1,2.8,.755,1.9,5.8,7.7,3.2,1.1,1.1,1.7,3.4,15.4,,okongon01
96,Anthony Black,22,ORL,PG,60,40,30.7,5.5,12.3,.451,1.6,4.7,.339,3.9,7.6,.521,.516,2.6,3.6,.730,0.7,3.1,3.9,3.8,1.4,0.7,2.1,2.7,15.3,,blackan01
97,Collin Sexton,27,2TM,SG,63,17,23.2,5.2,10.5,.490,1.7,4.1,.408,3.5,6.4,.543,.570,3.2,3.7,.860,0.5,1.6,2.0,3.3,1.0,0.2,2.0,2.0,15.2,,sextoco01
97,Collin Sexton,27,CHO,SG,42,12,22.3,4.8,9.9,.488,1.4,3.5,.393,3.5,6.4,.539,.557,3.2,3.7,.877,0.4,1.5,1.9,3.7,0.9,0.2,2.1,1.8,14.2,,sextoco01
97,Collin Sexton,27,CHI,SG,21,5,25.0,5.9,11.9,.494,2.3,5.5,.426,3.5,6.4,.552,.592,3.2,3.9,.829,0.5,1.8,2.3,2.4,1.2,0.1,1.8,2.4,17.3,,sextoco01
98,Russell Westbrook,37,SAC,SF,64,58,29.0,5.6,13.1,.427,2.0,5.9,.338,3.6,7.2,.500,.503,2.0,2.9,.694,1.3,4.2,5.4,6.7,1.3,0.2,3.3,2.3,15.2,,westbru01
